,train_loss
1,1.795383
2,1.3941311
3,1.2101462
4,1.0888923
5,1.0073849
6,0.94682735
7,0.8952089
8,0.86348987
9,0.8315216
10,0.80072117
11,0.78213567
12,0.7559537
13,0.7460935
14,0.7278303
15,0.70481676
16,0.69819885
17,0.68187124
18,0.66814923
19,0.66105264
20,0.65351886
21,0.6335632
22,0.6325478
23,0.6283186
24,0.61358625
25,0.61301947
26,0.59461063
27,0.5954884
28,0.58670247
29,0.5792122
30,0.56637573
31,0.56919914
32,0.5576854
33,0.5558206
34,0.54898953
35,0.5421353
36,0.54184765
37,0.5324409
38,0.5285304
39,0.5241019
40,0.52343154
41,0.52230275
42,0.51849055
43,0.51138234
44,0.5109316
45,0.5007573
46,0.5014508
47,0.49759167
48,0.49053547
49,0.49111047
50,0.48799658
51,0.48751792
52,0.47974217
53,0.48126966
54,0.4727541
55,0.46829793
56,0.46948332
57,0.46965736
58,0.4677699
59,0.4645362
60,0.461605
61,0.38725704
62,0.36831385
63,0.35968828
64,0.35178116
65,0.3405894
66,0.34300107
67,0.3400936
68,0.33456418
69,0.32830644
70,0.32800362
71,0.32863277
72,0.33040366
73,0.3215737
74,0.32032403
75,0.32340503
76,0.31561565
77,0.31722227
78,0.31844005
79,0.31003007
80,0.3138516
81,0.3129296
82,0.30883774
83,0.3047523
84,0.31103584
85,0.30760458
86,0.3037148
87,0.31014398
88,0.30200997
89,0.30032852
90,0.30156443
91,0.3005187
92,0.29793805
93,0.29752246
94,0.2960231
95,0.2932604
96,0.29837987
97,0.296063
98,0.29147956
99,0.2900382
100,0.28991246
101,0.29074255
102,0.28723583
103,0.28982198
104,0.28488308
105,0.28751457
106,0.28701428
107,0.28868806
108,0.28801444
109,0.27939677
110,0.2858068
111,0.28203702
112,0.27948093
113,0.2841978
114,0.27761176
115,0.27645966
116,0.2803695
117,0.27879986
118,0.27913597
119,0.27186275
120,0.28112355
121,0.2687109
122,0.26565477
123,0.26717567
124,0.26139575
125,0.26646075
126,0.26207966
127,0.26787767
128,0.2677302
129,0.26359984
130,0.2663036
131,0.26431993
132,0.2681397
133,0.26781964
134,0.262509
135,0.2587657
136,0.2652838
137,0.26974925
138,0.26380014
139,0.2612285
140,0.26176116
141,0.2630606
142,0.26141444
143,0.2625614
144,0.264775
145,0.26231098
146,0.26294547
147,0.26260862
148,0.2589041
149,0.261681
150,0.25767317
