,train_loss
1,2.2381706
2,1.9630761
3,1.7896175
4,1.6895492
5,1.608785
6,1.5464321
7,1.4957342
8,1.4471772
9,1.3975387
10,1.3572031
11,1.3152789
12,1.2737623
13,1.2369435
14,1.2037828
15,1.1735998
16,1.142646
17,1.1123791
18,1.0850694
19,1.0628936
20,1.0421892
21,1.0261745
22,1.0017416
23,0.9889901
24,0.9668909
25,0.9554156
26,0.93077844
27,0.9211506
28,0.9056901
29,0.8900361
30,0.8799445
31,0.86385566
32,0.8453338
33,0.84021354
34,0.8286343
35,0.8138982
36,0.8059062
37,0.7994444
38,0.7874802
39,0.77906644
40,0.76915336
41,0.75749075
42,0.74896735
43,0.74633485
44,0.7309989
45,0.73243
46,0.7243532
47,0.714675
48,0.704562
49,0.6956258
50,0.6957109
51,0.6855075
52,0.6828918
53,0.67460316
54,0.66724026
55,0.66389954
56,0.65406805
57,0.6474155
58,0.6491734
59,0.63618255
60,0.63340795
61,0.5919488
62,0.58268774
63,0.58391523
64,0.579582
65,0.57970065
66,0.5730264
67,0.5739832
68,0.57808805
69,0.57374114
70,0.5671805
71,0.5686996
72,0.569319
73,0.56786513
74,0.56739026
75,0.5648139
76,0.5677505
77,0.5630071
78,0.5631575
79,0.5586092
80,0.5577933
81,0.5615379
82,0.5590542
83,0.55969214
84,0.5580754
85,0.5603626
86,0.5598246
87,0.555129
88,0.55715424
89,0.5550038
90,0.5516477
91,0.5557268
92,0.55368614
93,0.5521157
94,0.5511097
95,0.55410117
96,0.5494963
97,0.54916096
98,0.5505091
99,0.5514349
100,0.54885536
101,0.5450496
102,0.5474719
103,0.5457666
104,0.5442351
105,0.5486062
106,0.5405607
107,0.5447678
108,0.5401311
109,0.5402631
110,0.54209214
111,0.54304343
112,0.54224414
113,0.54155755
114,0.5367256
115,0.5412843
116,0.53391737
117,0.5370795
118,0.53453356
119,0.5364969
120,0.53999436
121,0.528837
122,0.5279301
123,0.52796334
124,0.5315444
125,0.52936345
126,0.53104466
127,0.527914
128,0.52804375
129,0.52562225
130,0.5285227
131,0.5228505
132,0.5247253
133,0.52683306
134,0.5244775
135,0.5278211
136,0.5277851
137,0.5267036
138,0.5273343
139,0.5288714
140,0.52696383
141,0.5270358
142,0.5268002
143,0.52433985
144,0.52981716
145,0.5228222
146,0.52595687
147,0.52825546
148,0.5258784
149,0.52526873
150,0.52719873
