,train_loss
1,1.5072298
2,1.1425318
3,1.0098431
4,0.9256673
5,0.8630093
6,0.8178933
7,0.77885944
8,0.74634296
9,0.727772
10,0.70166785
11,0.6832406
12,0.6595606
13,0.6528268
14,0.6305935
15,0.6173638
16,0.59851694
17,0.591048
18,0.580953
19,0.57106364
20,0.5637085
21,0.5537191
22,0.5467954
23,0.5348035
24,0.53054005
25,0.51869607
26,0.51283
27,0.5077099
28,0.4972414
29,0.4922126
30,0.49026436
31,0.48170426
32,0.47698864
33,0.4772518
34,0.46510172
35,0.46226448
36,0.45888573
37,0.4532863
38,0.4508115
39,0.44326666
40,0.43880206
41,0.43578267
42,0.43319848
43,0.43017566
44,0.42295912
45,0.4158776
46,0.41593254
47,0.41148123
48,0.40809372
49,0.40631345
50,0.40129074
51,0.39141178
52,0.39713243
53,0.39276433
54,0.38788986
55,0.3871203
56,0.38248062
57,0.38045135
58,0.3826875
59,0.37555063
60,0.38136804
61,0.33473122
62,0.32631865
63,0.32250038
64,0.31707427
65,0.31461468
66,0.309771
67,0.30669838
68,0.307559
69,0.3025512
70,0.30592635
71,0.3016758
72,0.3015483
73,0.30408022
74,0.30116776
75,0.30043814
76,0.29802307
77,0.29933837
78,0.29337037
79,0.29398665
80,0.295394
81,0.29271552
82,0.29133236
83,0.29270533
84,0.2886098
85,0.2956366
86,0.28964218
87,0.28803068
88,0.288952
89,0.28867084
90,0.28787336
91,0.2866373
92,0.28759345
93,0.28652203
94,0.28884324
95,0.2850581
96,0.2846581
97,0.28937954
98,0.28501698
99,0.28522074
100,0.28302944
101,0.2826989
102,0.27931947
103,0.28047135
104,0.2769388
105,0.2763547
106,0.28077394
107,0.2823031
108,0.27787653
109,0.27394897
110,0.27505514
111,0.2797642
112,0.27596727
113,0.27586633
114,0.27407843
115,0.27807102
116,0.2822574
117,0.28034982
118,0.27602345
119,0.2739429
120,0.27271363
121,0.26950428
122,0.26835582
123,0.26395217
124,0.2671244
125,0.26586166
126,0.2631587
127,0.2655717
128,0.26697037
129,0.2691602
130,0.26269135
131,0.2671646
132,0.26572356
133,0.262605
134,0.2684733
135,0.26803312
136,0.26610467
137,0.26397946
138,0.2655927
139,0.2625991
140,0.2642118
141,0.2626591
142,0.26365635
143,0.2654204
144,0.26739773
145,0.26992786
146,0.26367405
147,0.2658275
148,0.26434013
149,0.2646921
150,0.2641875
