,train_loss
1,1.7420474
2,1.23134
3,0.9321318
4,0.76167035
5,0.65859157
6,0.59319973
7,0.5417207
8,0.5014188
9,0.46552843
10,0.43829492
11,0.4145963
12,0.39039
13,0.3748956
14,0.35663614
15,0.33578855
16,0.32467666
17,0.3068758
18,0.29849818
19,0.28491974
20,0.27768454
21,0.2582564
22,0.2492875
23,0.24236175
24,0.23703113
25,0.22692533
26,0.21763358
27,0.21178465
28,0.207925
29,0.19582172
30,0.18951677
31,0.18345085
32,0.18155098
33,0.17388941
34,0.1682682
35,0.16490822
36,0.15981394
37,0.15554057
38,0.15034917
39,0.14375316
40,0.14059317
41,0.13929997
42,0.13388501
43,0.12825571
44,0.12170636
45,0.12548588
46,0.123354614
47,0.11467546
48,0.112513416
49,0.11021917
50,0.1077876
51,0.10205109
52,0.10212933
53,0.101187564
54,0.09564941
55,0.09460484
56,0.09306666
57,0.09523842
58,0.09091828
59,0.08466208
60,0.08288967
61,0.086934544
62,0.083586425
63,0.08073726
64,0.07254787
65,0.0754222
66,0.07450473
67,0.07119933
68,0.07368402
69,0.07011147
70,0.0677015
71,0.069742784
72,0.06493843
73,0.06402958
74,0.064568736
75,0.061286557
76,0.065887436
77,0.064991295
78,0.055594746
79,0.057695564
80,0.053716216
81,0.054458674
82,0.052695718
83,0.055951685
84,0.05292829
85,0.052230645
86,0.051418614
87,0.04896595
88,0.049486768
89,0.048200592
90,0.04614242
91,0.04915873
92,0.044321354
93,0.04400092
94,0.043029193
95,0.045388855
96,0.044353556
97,0.04396803
98,0.043530654
99,0.0433677
100,0.04201144
101,0.037476208
102,0.037093982
103,0.039278317
104,0.04651211
105,0.04256701
106,0.037977245
107,0.035865605
108,0.032540563
109,0.035015516
110,0.031694736
111,0.03387901
112,0.03792232
113,0.032322094
114,0.03627463
115,0.032877862
116,0.03200694
117,0.030378673
118,0.036434103
119,0.030334415
120,0.03185996
121,0.03246762
122,0.026987832
123,0.030008707
124,0.02995157
125,0.031164961
126,0.03215365
127,0.031528536
128,0.029029267
129,0.027902395
130,0.027301898
131,0.028218633
132,0.028308723
133,0.026274709
134,0.02656811
135,0.026766945
136,0.026260652
137,0.022132551
138,0.024709376
139,0.026383903
140,0.023628796
141,0.025741687
142,0.023424583
143,0.02361984
144,0.022516282
145,0.026442245
146,0.022101084
147,0.022127613
148,0.020989377
149,0.020761525
150,0.02223829
151,0.016492497
152,0.010339633
153,0.009680106
154,0.0075366525
155,0.0070511247
156,0.007271918
157,0.0066656573
158,0.0066545354
159,0.0064672264
160,0.0055434043
161,0.005839333
162,0.005198937
163,0.0051541035
164,0.0052005355
165,0.0043515265
166,0.004683424
167,0.0047033997
168,0.004635672
169,0.004549086
170,0.0045442847
171,0.0049699373
172,0.004383013
173,0.004414178
174,0.004024329
175,0.0037593632
176,0.0038211239
177,0.0036229105
178,0.0037973959
179,0.004073535
180,0.004012663
181,0.00378922
182,0.0037732236
183,0.0034211106
184,0.0035817798
185,0.003586615
186,0.0032241314
187,0.00417275
188,0.003463161
189,0.0031424512
190,0.0033978834
191,0.0032159816
192,0.003115513
193,0.0029631718
194,0.0030519145
195,0.0032484033
196,0.003243693
197,0.002574655
198,0.0031139299
199,0.002987416
200,0.002861054
201,0.0030458542
202,0.002878708
203,0.0026616997
204,0.0029625208
205,0.0026417335
206,0.0026437559
207,0.0024624618
208,0.0029371122
209,0.0028109194
210,0.002429119
211,0.0024316397
212,0.0026108979
213,0.0021918034
214,0.002448555
215,0.0023507774
216,0.0025075031
217,0.0026707563
218,0.0027861728
219,0.0026570475
220,0.0023472602
221,0.0021666456
222,0.0022949306
223,0.0028028807
224,0.0023650373
225,0.002106742
226,0.0022757961
227,0.0021464834
228,0.0025455693
229,0.0020466244
230,0.0023286967
231,0.0025583243
232,0.002282011
233,0.002720407
234,0.0022335504
235,0.0023111347
236,0.0024021273
237,0.002234579
238,0.0023179764
239,0.002482593
240,0.0021761835
241,0.001932776
242,0.0021345387
243,0.002170064
244,0.0019445989
245,0.0022151545
246,0.0030848044
247,0.002299221
248,0.0021393134
249,0.0024816224
250,0.002220074
251,0.0023465184
252,0.0021208671
253,0.0022239985
254,0.0021768743
255,0.002409736
256,0.0020858238
257,0.0022166236
258,0.002223551
259,0.002306903
260,0.002053242
261,0.0023155874
262,0.0019415866
263,0.0020302543
264,0.0024490291
265,0.002131781
266,0.0020311421
267,0.0018300691
268,0.0021448708
269,0.0019853166
270,0.001827537
271,0.0020881337
272,0.0019496144
273,0.0025969914
274,0.0021858064
275,0.002320525
276,0.0023928531
277,0.0020595074
278,0.00196098
279,0.0024338588
280,0.0021928656
281,0.0019861956
282,0.0020457818
283,0.002151642
284,0.0021706359
285,0.0020113268
286,0.001955941
287,0.0020078102
288,0.0019838111
289,0.0029802804
290,0.0019610797
291,0.0020970313
292,0.002119441
293,0.0018698979
294,0.0020488498
295,0.0023986602
296,0.002075404
297,0.0020869407
298,0.0021957268
299,0.0020854494
300,0.002114259
