,train_loss
1,1.8978112
2,1.4906763
3,1.2293383
4,1.0338161
5,0.87888306
6,0.7683475
7,0.69410044
8,0.63625175
9,0.59289247
10,0.5609648
11,0.5224828
12,0.49892336
13,0.47359744
14,0.44805053
15,0.43110964
16,0.41372457
17,0.39935532
18,0.38090825
19,0.36887154
20,0.3525454
21,0.34155476
22,0.33061588
23,0.3237216
24,0.30452326
25,0.30009943
26,0.28901985
27,0.27995518
28,0.27108756
29,0.26288134
30,0.25484475
31,0.25189167
32,0.24347593
33,0.23757501
34,0.22800569
35,0.22090556
36,0.21788773
37,0.21235743
38,0.2018454
39,0.198782
40,0.19378392
41,0.19144401
42,0.18442774
43,0.18210025
44,0.17652468
45,0.17431095
46,0.1692856
47,0.16882248
48,0.15483806
49,0.14958301
50,0.15301146
51,0.15130933
52,0.14603597
53,0.14254634
54,0.13547003
55,0.13692844
56,0.13301529
57,0.12865363
58,0.12569596
59,0.12849009
60,0.119763896
61,0.122123286
62,0.113967784
63,0.11105627
64,0.116607755
65,0.1100892
66,0.11016826
67,0.10601548
68,0.10398766
69,0.099295825
70,0.107681975
71,0.09927304
72,0.096502446
73,0.09579593
74,0.090305455
75,0.08999099
76,0.08611313
77,0.09023888
78,0.08801155
79,0.07888141
80,0.08447928
81,0.08041864
82,0.08159284
83,0.075966835
84,0.07900096
85,0.076963104
86,0.07399842
87,0.07259438
88,0.075815454
89,0.07164949
90,0.06953242
91,0.06981941
92,0.07128834
93,0.07021326
94,0.06362344
95,0.064448476
96,0.062117606
97,0.06605718
98,0.0642239
99,0.0615615
100,0.06098855
101,0.05710066
102,0.065629594
103,0.060705557
104,0.056969635
105,0.054881167
106,0.055103917
107,0.05580064
108,0.059083644
109,0.052970327
110,0.05092645
111,0.052618407
112,0.048099857
113,0.050382625
114,0.05001258
115,0.048294548
116,0.05364566
117,0.04901207
118,0.046992768
119,0.05060563
120,0.04960463
121,0.04880605
122,0.04421496
123,0.045123097
124,0.042280078
125,0.04404371
126,0.04278704
127,0.046668243
128,0.047094036
129,0.04103363
130,0.03983807
131,0.04188682
132,0.04203205
133,0.039458815
134,0.042548396
135,0.04183529
136,0.042099304
137,0.03855657
138,0.03749335
139,0.038594205
140,0.03804992
141,0.03894939
142,0.032667175
143,0.034960248
144,0.03558973
145,0.03458003
146,0.032706
147,0.03676299
148,0.0377716
149,0.033526342
150,0.028075607
151,0.018879768
152,0.014527397
153,0.01012783
154,0.009851244
155,0.009623744
156,0.009006545
157,0.008669266
158,0.008780716
159,0.0074152364
160,0.0075342758
161,0.006121354
162,0.0071009914
163,0.0065319617
164,0.006418923
165,0.0068439078
166,0.006942542
167,0.006146026
168,0.005803774
169,0.0050697047
170,0.005854187
171,0.0056487126
172,0.004927804
173,0.0060128137
174,0.0051725465
175,0.0042698476
176,0.0051421025
177,0.004805878
178,0.0052568642
179,0.004409934
180,0.004705091
181,0.004571418
182,0.0046936874
183,0.0051099714
184,0.0048895846
185,0.0045935134
186,0.004158736
187,0.0042481604
188,0.004428596
189,0.0040734834
190,0.004389037
191,0.003836476
192,0.0037540672
193,0.0038353733
194,0.0041138898
195,0.0035414223
196,0.0038578587
197,0.0036220446
198,0.0042049824
199,0.0037967765
200,0.00302646
201,0.0038518147
202,0.0036859403
203,0.0030933234
204,0.0033444269
205,0.003663859
206,0.00375019
207,0.0035460868
208,0.00339268
209,0.0028103066
210,0.0029088347
211,0.0035992628
212,0.0028883938
213,0.0031021875
214,0.0035804296
215,0.0029261552
216,0.0029757267
217,0.0029310999
218,0.0026860898
219,0.0028159167
220,0.0026236947
221,0.0033642252
222,0.0031904723
223,0.0030405729
224,0.0028093613
225,0.0023811592
226,0.0030935488
227,0.0024903773
228,0.0028206545
229,0.0027577332
230,0.002646152
231,0.0027796542
232,0.0026417028
233,0.0025694773
234,0.0030013695
235,0.0025355418
236,0.0025263496
237,0.0025526644
238,0.0027487993
239,0.002762238
240,0.003069818
241,0.002747194
242,0.0022972932
243,0.0026253096
244,0.002167913
245,0.0025443067
246,0.0024811323
247,0.0026767137
248,0.0025271638
249,0.0025275918
250,0.0024307761
251,0.0028524655
252,0.0026622715
253,0.002922614
254,0.0028377778
255,0.0024825851
256,0.0026955572
257,0.0025423837
258,0.0026035083
259,0.002386429
260,0.0024298828
261,0.0030678497
262,0.00274538
263,0.002127901
264,0.0024615878
265,0.0023084548
266,0.0022932317
267,0.002242496
268,0.0021818755
269,0.0023062532
270,0.0022925085
271,0.0023298487
272,0.00240833
273,0.0024733061
274,0.002705211
275,0.0022994285
276,0.0023648604
277,0.0026350727
278,0.0022739507
279,0.0023774188
280,0.0023264748
281,0.002497657
282,0.0026233133
283,0.0024740894
284,0.0024717376
285,0.0024475174
286,0.0022933607
287,0.002529381
288,0.0022394438
289,0.0027307102
290,0.0024880443
291,0.002955659
292,0.002374466
293,0.0023527124
294,0.0023935507
295,0.0023460703
296,0.002501038
297,0.0022045749
298,0.0025371748
299,0.0023963917
300,0.0022492167
