,valid_accuracy
1,29.15
2,44.92
3,61.15
4,73.69
5,80.53
6,85.91
7,88.51
8,90.24
9,91.0
10,91.39
11,91.75
12,92.23
13,92.7
14,92.9
15,93.1
16,93.36
17,93.65
18,94.03
19,94.02
20,94.41
21,94.44
22,94.34
23,94.65
24,94.81
25,94.86
26,94.97
27,95.11
28,95.11
29,95.21
30,95.3
31,95.3
32,95.44
33,95.37
34,95.47
35,95.57
36,95.65
37,95.57
38,95.69
39,95.67
40,95.7
41,95.84
42,95.85
43,95.97
44,96.03
45,95.84
46,95.95
47,96.06
48,96.15
49,96.21
50,95.96
51,96.23
52,95.98
53,96.15
54,96.2
55,96.12
56,96.11
57,96.16
58,96.21
59,96.24
60,96.12
61,96.32
62,96.29
63,96.35
64,96.34
65,96.38
66,96.42
67,96.4
68,96.46
69,96.39
70,96.4
71,96.4
72,96.39
73,96.44
74,96.47
75,96.44
76,96.36
77,96.4
78,96.4
79,96.47
80,96.47
81,96.37
82,96.42
83,96.53
84,96.44
85,96.44
86,96.44
87,96.46
88,96.46
89,96.49
90,96.48
91,96.51
92,96.5
93,96.47
94,96.5
95,96.51
96,96.42
97,96.46
98,96.54
99,96.5
100,96.51
