,valid_accuracy
1,70.94
2,86.18
3,89.48
4,90.19
5,91.33
6,91.54
7,91.96
8,91.69
9,92.51
10,92.69
11,92.82
12,92.91
13,93.25
14,93.43
15,93.34
16,93.7
17,93.75
18,94.09
19,93.89
20,94.27
21,93.84
22,94.59
23,94.45
24,94.46
25,94.51
26,94.7
27,94.82
28,94.88
29,94.68
30,94.94
31,95.01
32,95.01
33,95.05
34,95.01
35,95.16
36,95.28
37,95.12
38,95.23
39,95.48
40,95.32
41,95.65
42,95.52
43,95.24
44,94.81
45,95.52
46,95.36
47,95.05
48,95.42
49,95.1
50,95.76
51,95.53
52,95.14
53,95.61
54,95.56
55,95.81
56,95.59
57,95.59
58,95.45
59,95.66
60,95.69
61,95.77
62,95.75
63,95.93
64,95.79
65,95.85
66,95.79
67,95.81
68,95.72
69,95.81
70,95.81
71,95.79
72,95.85
73,95.76
74,95.81
75,95.85
76,95.9
77,95.8
78,95.85
79,95.76
80,95.9
81,95.83
82,95.91
83,95.84
84,95.83
85,95.84
86,95.94
87,95.83
88,95.8
89,95.94
90,95.8
91,95.94
92,95.88
93,95.87
94,95.91
95,95.86
96,95.9
97,96.0
98,95.88
99,95.87
100,95.86
