,valid_accuracy
1,15.91
2,26.62
3,38.45
4,38.1
5,41.8
6,48.11
7,55.9
8,60.69
9,66.1
10,72.76
11,74.58
12,76.05
13,76.23
14,77.31
15,77.79
16,78.05
17,78.79
18,79.5
19,79.66
20,80.0
21,80.4
22,80.62
23,80.9
24,81.05
25,81.18
26,81.39
27,81.71
28,81.81
29,81.68
30,82.04
31,82.0
32,82.1
33,82.26
34,82.39
35,82.55
36,82.7
37,82.82
38,82.88
39,82.91
40,83.06
41,83.15
42,83.15
43,83.32
44,83.3
45,83.37
46,83.35
47,83.56
48,83.53
49,83.69
50,83.75
51,83.75
52,83.81
53,83.84
54,83.87
55,83.84
56,83.91
57,84.03
58,83.94
59,84.02
60,84.08
61,84.1
62,84.12
63,84.13
64,84.14
65,84.19
66,84.15
67,84.13
68,84.16
69,84.1
70,84.14
71,84.15
72,84.17
73,84.17
74,84.23
75,84.19
76,84.22
77,84.31
78,84.26
79,84.23
80,84.28
81,84.22
82,84.24
83,84.19
84,84.22
85,84.26
86,84.27
87,84.23
88,84.25
89,84.24
90,84.26
91,84.31
92,84.26
93,84.31
94,84.25
95,84.29
96,84.3
97,84.25
98,84.26
99,84.24
100,84.28
