,valid_loss
1,1.4526544
2,1.4340916
3,1.601074
4,1.2879357
5,1.2397226
6,1.1521785
7,1.25286
8,1.2389561
9,1.0962087
10,1.1365514
11,1.0983626
12,1.0178076
13,0.99744177
14,0.9376673
15,0.96765333
16,0.9689692
17,0.9654644
18,1.0025902
19,1.0519888
20,0.91455156
21,0.97241735
22,0.9108421
23,0.9026718
24,0.94661367
25,0.89989436
26,1.0058887
27,0.90928054
28,0.88070256
29,0.93512267
30,1.0454285
31,0.9180287
32,0.9931611
33,0.9711928
34,0.88902193
35,0.86144125
36,0.8559237
37,0.92426413
38,0.9176367
39,0.90981936
40,0.8972868
41,0.9819788
42,0.9397029
43,0.963306
44,0.8525497
45,0.95518154
46,0.9015584
47,0.86341053
48,0.9378879
49,0.89575356
50,0.88327074
51,0.8694326
52,0.91474
53,0.8642687
54,0.8266441
55,0.91048723
56,0.8206744
57,0.81587386
58,0.84501046
59,0.87178844
60,0.8303947
61,0.69775045
62,0.66894394
63,0.6612768
64,0.6560616
65,0.65781194
66,0.6358298
67,0.6360529
68,0.62987363
69,0.6468361
70,0.6350379
71,0.62849003
72,0.62998164
73,0.6265723
74,0.617892
75,0.61849296
76,0.62532127
77,0.62782
78,0.60323817
79,0.6136783
80,0.62389374
81,0.617967
82,0.61843956
83,0.6019435
84,0.61365193
85,0.6108806
86,0.613317
87,0.6280671
88,0.6106447
89,0.61553824
90,0.59746075
91,0.6034182
92,0.6084417
93,0.60890204
94,0.6031213
95,0.6091054
96,0.61963105
97,0.6025711
98,0.59211165
99,0.6009262
100,0.60641456
101,0.60423946
102,0.59836006
103,0.608532
104,0.60156333
105,0.60402614
106,0.6034821
107,0.6101767
108,0.6109466
109,0.60116816
110,0.5994367
111,0.6004807
112,0.6010826
113,0.6070024
114,0.6081404
115,0.61720306
116,0.6038495
117,0.60414237
118,0.6063922
119,0.5885084
120,0.60811037
121,0.58868885
122,0.5836195
123,0.5782005
124,0.59100074
125,0.58963287
126,0.58648354
127,0.58612627
128,0.58291364
129,0.5719719
130,0.57917494
131,0.5776257
132,0.5777489
133,0.5845846
134,0.5761194
135,0.5732919
136,0.57855964
137,0.5851493
138,0.5861573
139,0.5813044
140,0.5795932
141,0.5880076
142,0.5875389
143,0.5677962
144,0.58230346
145,0.57943237
146,0.57637316
147,0.5705263
148,0.58245856
149,0.5942798
150,0.5780078
