,valid_loss
1,2.301683
2,2.2927127
3,2.2676096
4,2.2022078
5,2.0891128
6,1.9772657
7,1.8646787
8,1.7770466
9,1.6919972
10,1.6139656
11,1.5381206
12,1.4602332
13,1.4034525
14,1.3500811
15,1.3033383
16,1.263925
17,1.2285944
18,1.1971625
19,1.1713748
20,1.1446053
21,1.1173606
22,1.087148
23,1.0696471
24,1.0464611
25,1.0303817
26,1.0114824
27,0.9963103
28,0.9835263
29,0.97048473
30,0.9552948
31,0.9428412
32,0.9255615
33,0.9142384
34,0.908903
35,0.9058555
36,0.89485717
37,0.8801926
38,0.87526613
39,0.87344
40,0.8625312
41,0.8492409
42,0.85069287
43,0.84404856
44,0.83401203
45,0.8347317
46,0.81976026
47,0.8260932
48,0.81616914
49,0.81464976
50,0.8073573
51,0.8092053
52,0.80501986
53,0.80309105
54,0.7977652
55,0.79205245
56,0.78561556
57,0.78611636
58,0.79144734
59,0.7838569
60,0.77129424
61,0.77476686
62,0.7765962
63,0.77487516
64,0.77396077
65,0.7747618
66,0.7754615
67,0.7728399
68,0.772793
69,0.7733583
70,0.771938
71,0.77135324
72,0.77204394
73,0.7723248
74,0.7709803
75,0.77225256
76,0.7724114
77,0.7691686
78,0.7728762
79,0.7703011
80,0.771162
81,0.7710797
82,0.7702539
83,0.7696998
84,0.76822907
85,0.7677009
86,0.7679996
87,0.76787865
88,0.7666089
89,0.7660756
90,0.76589775
91,0.76552
92,0.7658394
93,0.7657083
94,0.7654578
95,0.76638436
96,0.76469815
97,0.7646355
98,0.76497865
99,0.76292014
100,0.7642781
