,valid_loss
1,1.6138178
2,1.6041117
3,1.6147294
4,1.6041405
5,1.5679637
6,1.5569507
7,1.5538605
8,1.5404658
9,1.5674355
10,1.5323704
11,1.5440139
12,1.5643419
13,1.5356743
14,1.5394678
15,1.5986385
16,1.5840178
17,1.5400704
18,1.5356082
19,1.5989417
20,1.5447301
21,1.5444795
22,1.5525646
23,1.5825814
24,1.5364621
25,1.5714525
26,1.5343989
27,1.5653614
28,1.536448
29,1.5241616
30,1.5528287
31,1.5471265
32,1.5342957
33,1.5408067
34,1.5377325
35,1.5338483
36,1.5461625
37,1.5363361
38,1.5427213
39,1.5370187
40,1.5265865
41,1.5715386
42,1.5275908
43,1.5622139
44,1.532565
45,1.5478812
46,1.5587314
47,1.548911
48,1.5866494
49,1.5391941
50,1.5497332
51,1.5318707
52,1.5366098
53,1.561095
54,1.5428643
55,1.5339847
56,1.5420501
57,1.5314082
58,1.5225512
59,1.5363662
60,1.5390447
61,1.5463679
62,1.5439806
63,1.5324004
64,1.5452961
65,1.5412554
66,1.5316612
67,1.5333796
68,1.5246184
69,1.5243446
70,1.5261763
71,1.5257638
72,1.51999
73,1.5197362
74,1.5150717
75,1.5181521
76,1.5203466
77,1.5289165
78,1.5186384
79,1.516508
80,1.518613
81,1.5167598
82,1.5123005
83,1.5206196
84,1.5128368
85,1.5214089
86,1.5139575
87,1.5085227
88,1.5121734
89,1.5037149
90,1.5022517
91,1.5171946
92,1.5084631
93,1.50141
94,1.5158371
95,1.5078034
96,1.5063914
97,1.5157872
98,1.5091379
99,1.5047421
100,1.5074629
