,valid_loss
1,0.94870955
2,0.77234006
3,0.63437474
4,0.60835385
5,0.5308315
6,0.56624514
7,0.53977036
8,0.53132993
9,0.5137913
10,0.49292845
11,0.50177765
12,0.44712362
13,0.46197054
14,0.45536026
15,0.4212461
16,0.44936147
17,0.43883887
18,0.43192384
19,0.41816258
20,0.41493347
21,0.42302424
22,0.39813042
23,0.42035958
24,0.42708364
25,0.4133529
26,0.40595695
27,0.42637628
28,0.39666605
29,0.4075336
30,0.42744
31,0.38906607
32,0.3876436
33,0.3911056
34,0.39269936
35,0.37634164
36,0.35957047
37,0.38332376
38,0.3894882
39,0.39896068
40,0.40577734
41,0.37426952
42,0.3718779
43,0.3637195
44,0.385095
45,0.36682665
46,0.37740475
47,0.38968605
48,0.36283645
49,0.36154637
50,0.35265005
51,0.37028965
52,0.3606831
53,0.3644732
54,0.36859939
55,0.32901454
56,0.38316038
57,0.3735648
58,0.3573178
59,0.37909696
60,0.37528837
61,0.3404761
62,0.3474494
63,0.33242232
64,0.353912
65,0.34964985
66,0.33678132
67,0.34945595
68,0.317104
69,0.31660613
70,0.3325204
71,0.330601
72,0.3377854
73,0.31579447
74,0.3346972
75,0.32583258
76,0.33744133
77,0.3189296
78,0.31881335
79,0.3307866
80,0.33127466
81,0.35024884
82,0.32785833
83,0.32231766
84,0.34589216
85,0.34429625
86,0.33610526
87,0.32392195
88,0.34034497
89,0.3268159
90,0.3236644
91,0.33643556
92,0.30864424
93,0.31287414
94,0.32345212
95,0.32332695
96,0.33223996
97,0.3322732
98,0.32236004
99,0.33273357
100,0.3250005
