,valid_loss
1,2.219939
2,1.9365188
3,1.6542207
4,1.4106973
5,1.2678223
6,1.1503443
7,1.0523577
8,0.9549032
9,0.87900925
10,0.85690343
11,0.8017798
12,0.76710886
13,0.74503344
14,0.7270379
15,0.7093914
16,0.6845622
17,0.6628317
18,0.65536606
19,0.6553854
20,0.6243096
21,0.6173171
22,0.59728324
23,0.60449
24,0.59553677
25,0.5779728
26,0.5839176
27,0.5762228
28,0.5724026
29,0.5621637
30,0.562384
31,0.5473101
32,0.5643695
33,0.54448426
34,0.53624916
35,0.53903586
36,0.5239771
37,0.5247625
38,0.53320223
39,0.52090085
40,0.52408785
41,0.51969016
42,0.52161336
43,0.50764954
44,0.51318717
45,0.5096049
46,0.5034666
47,0.5006502
48,0.4991531
49,0.5031947
50,0.49593014
51,0.49589127
52,0.49599484
53,0.48572186
54,0.49187362
55,0.49038252
56,0.49430957
57,0.49187517
58,0.4838044
59,0.48308235
60,0.4804377
61,0.47854617
62,0.47672644
63,0.47692224
64,0.4747796
65,0.4772889
66,0.4768248
67,0.4791851
68,0.47575784
69,0.47575662
70,0.4747409
71,0.4749337
72,0.47521737
73,0.47529694
74,0.47466287
75,0.4715667
76,0.47288036
77,0.4744443
78,0.47466075
79,0.47352847
80,0.4732959
81,0.47239214
82,0.47230884
83,0.47126934
84,0.47255737
85,0.47087634
86,0.4701289
87,0.47001085
88,0.47035944
89,0.47086596
90,0.47137624
91,0.47086897
92,0.47000927
93,0.47024438
94,0.47019535
95,0.47181812
96,0.47109666
97,0.4708972
98,0.47052652
99,0.4722918
100,0.4724672
