,valid_loss
1,2.2520719
2,2.0389833
3,1.7994013
4,1.6235089
5,1.522143
6,1.447828
7,1.3759311
8,1.3117839
9,1.2488161
10,1.1959013
11,1.164782
12,1.1316044
13,1.1174868
14,1.1031857
15,1.0970614
16,1.0732732
17,1.0678684
18,1.0508996
19,1.0417871
20,1.043403
21,1.0231029
22,1.0276523
23,1.0130973
24,1.0083796
25,0.9870693
26,0.9994138
27,0.98996496
28,0.98138577
29,0.9734062
30,0.9642517
31,0.96821576
32,0.9704852
33,0.94815737
34,0.9551185
35,0.95451146
36,0.95894283
37,0.9601232
38,0.951666
39,0.94816947
40,0.9432125
41,0.9470489
42,0.946746
43,0.93525255
44,0.9344172
45,0.9374048
46,0.93114513
47,0.9161021
48,0.9361999
49,0.922791
50,0.91564924
51,0.92605656
52,0.90854055
53,0.9163967
54,0.9162237
55,0.91388315
56,0.90941936
57,0.9088735
58,0.911511
59,0.9065773
60,0.905614
61,0.9061966
62,0.90812916
63,0.9059417
64,0.9040107
65,0.9038192
66,0.90293455
67,0.9007024
68,0.9012341
69,0.9007073
70,0.9036985
71,0.90276927
72,0.9025202
73,0.90196836
74,0.9027773
75,0.89975506
76,0.9030168
77,0.90289295
78,0.90228385
79,0.90043694
80,0.9004504
81,0.9006189
82,0.8990696
83,0.90106094
84,0.89679855
85,0.9014077
86,0.8983572
87,0.8975581
88,0.8971934
89,0.8978966
90,0.898165
91,0.8989237
92,0.8986933
93,0.89944047
94,0.8980613
95,0.89970785
96,0.8989522
97,0.89719594
98,0.89681625
99,0.8974792
100,0.89802766
