,valid_loss
1,1.6940916
2,1.3570534
3,1.1443167
4,1.0688593
5,1.0032765
6,1.0008197
7,0.98052216
8,0.95832676
9,0.95654315
10,0.9533777
11,0.93816805
12,0.9144294
13,0.91297203
14,0.9070841
15,0.91526014
16,0.92091924
17,0.907651
18,0.8968307
19,0.890545
20,0.88734764
21,0.87853444
22,0.8853597
23,0.8818253
24,0.8827125
25,0.86207795
26,0.8757843
27,0.8782677
28,0.8849996
29,0.86668473
30,0.8631218
31,0.87584424
32,0.87083924
33,0.8732219
34,0.86617255
35,0.8851886
36,0.8794939
37,0.8574598
38,0.86236036
39,0.85107267
40,0.860776
41,0.86106837
42,0.8676605
43,0.8733143
44,0.8683674
45,0.8488178
46,0.8445477
47,0.85735035
48,0.852111
49,0.8599101
50,0.8656486
51,0.8608343
52,0.86508113
53,0.85815585
54,0.85769546
55,0.8521225
56,0.84556806
57,0.854771
58,0.8384525
59,0.85517985
60,0.86173785
61,0.8463296
62,0.8435873
63,0.84020853
64,0.83950377
65,0.83982176
66,0.8398244
67,0.8415748
68,0.8406283
69,0.8370975
70,0.8372067
71,0.83959466
72,0.8371945
73,0.84083915
74,0.83847195
75,0.84061104
76,0.8376409
77,0.8343107
78,0.8357516
79,0.8339626
80,0.8334574
81,0.83335304
82,0.8334354
83,0.83395
84,0.83218175
85,0.83370787
86,0.83296216
87,0.8329725
88,0.83255595
89,0.83374095
90,0.83554244
91,0.83677924
92,0.8332889
93,0.8325833
94,0.8345302
95,0.8315899
96,0.83114845
97,0.8303538
98,0.8336535
99,0.83158344
100,0.83260876
