,valid_loss
1,2.2965698
2,2.2873747
3,2.2640584
4,2.1932607
5,2.0652072
6,1.92644
7,1.8266158
8,1.7342281
9,1.6373538
10,1.5595127
11,1.4926536
12,1.4116708
13,1.3514
14,1.28653
15,1.2360194
16,1.1855752
17,1.1356244
18,1.0982978
19,1.0557739
20,1.0288403
21,0.98584336
22,0.95833975
23,0.9276045
24,0.90709525
25,0.88089657
26,0.85134375
27,0.8347231
28,0.8258563
29,0.80113095
30,0.79331416
31,0.78088164
32,0.76621586
33,0.75726676
34,0.74279606
35,0.7333358
36,0.729815
37,0.71352077
38,0.69849706
39,0.7061207
40,0.6947109
41,0.69053936
42,0.6822375
43,0.6764164
44,0.67088974
45,0.663918
46,0.6621757
47,0.6591044
48,0.65111476
49,0.6448747
50,0.6401791
51,0.634873
52,0.6259285
53,0.6233229
54,0.62367445
55,0.61732036
56,0.6196794
57,0.61292857
58,0.60783947
59,0.6067564
60,0.599003
61,0.5993596
62,0.6006264
63,0.5979206
64,0.59784776
65,0.597054
66,0.5977985
67,0.5978884
68,0.59779245
69,0.5982449
70,0.59631383
71,0.59764504
72,0.5974502
73,0.5975241
74,0.5978673
75,0.5961585
76,0.5950508
77,0.5952484
78,0.5947057
79,0.5924796
80,0.5945495
81,0.59092945
82,0.5919225
83,0.5904951
84,0.5896028
85,0.58956945
86,0.59005827
87,0.5906767
88,0.59230655
89,0.5899413
90,0.58905494
91,0.58990735
92,0.59091985
93,0.5895459
94,0.5894754
95,0.5879836
96,0.58830875
97,0.5884015
98,0.5879865
99,0.58885556
100,0.5881841
