,valid_loss
1,1.3479941
2,1.3310988
3,1.3641924
4,1.3359047
5,1.2947654
6,1.3005286
7,1.3120652
8,1.3102497
9,1.2744293
10,1.2762786
11,1.2826082
12,1.3255739
13,1.2828975
14,1.2604185
15,1.2921549
16,1.2877927
17,1.2541823
18,1.2827733
19,1.2868464
20,1.262759
21,1.2883579
22,1.2606043
23,1.2789537
24,1.2606733
25,1.2616942
26,1.3706862
27,1.2720094
28,1.3230827
29,1.2668276
30,1.2639319
31,1.309369
32,1.309757
33,1.2581033
34,1.2872133
35,1.2559226
36,1.2668374
37,1.260957
38,1.2712266
39,1.25449
40,1.2680799
41,1.2656282
42,1.2567483
43,1.2562897
44,1.2447973
45,1.2725351
46,1.2883397
47,1.2578189
48,1.2538182
49,1.2777013
50,1.277083
51,1.277918
52,1.2784388
53,1.2673271
54,1.273927
55,1.2731303
56,1.258155
57,1.2471051
58,1.2671841
59,1.2595915
60,1.2593471
61,1.2557184
62,1.2586161
63,1.2593486
64,1.2621962
65,1.2638676
66,1.2585863
67,1.2691145
68,1.2647264
69,1.2582492
70,1.2623309
71,1.2671086
72,1.2602166
73,1.2574388
74,1.2635269
75,1.275542
76,1.2620736
77,1.2625715
78,1.2612345
79,1.2624061
80,1.2571436
81,1.2621953
82,1.2674178
83,1.2625543
84,1.2637151
85,1.2690972
86,1.2651047
87,1.2535498
88,1.2550478
89,1.2610754
90,1.2607434
91,1.2610227
92,1.2692351
93,1.2615393
94,1.2657712
95,1.2686981
96,1.2581055
97,1.2667531
98,1.2607635
99,1.2627383
100,1.2600399
