,valid_loss
1,1.1803894
2,0.9267755
3,0.8161918
4,0.70049274
5,0.6369658
6,0.5999941
7,0.5842148
8,0.55399513
9,0.541907
10,0.5221657
11,0.49303535
12,0.4744908
13,0.45840594
14,0.44765055
15,0.44004706
16,0.42329425
17,0.42963076
18,0.4329009
19,0.413019
20,0.3919782
21,0.41180095
22,0.40559337
23,0.40747145
24,0.4062168
25,0.39112732
26,0.39145648
27,0.35624257
28,0.38848332
29,0.35882616
30,0.37534794
31,0.34450045
32,0.3487054
33,0.36923358
34,0.35708725
35,0.35141444
36,0.3510628
37,0.34332618
38,0.3652773
39,0.35904115
40,0.36958352
41,0.33596575
42,0.34771445
43,0.35128042
44,0.3265258
45,0.33290073
46,0.34588042
47,0.34265107
48,0.33485648
49,0.34637862
50,0.3329338
51,0.3281841
52,0.36271787
53,0.33663607
54,0.3221177
55,0.33897293
56,0.3498481
57,0.33483234
58,0.3238073
59,0.31607562
60,0.32106817
61,0.31126395
62,0.33625686
63,0.32444426
64,0.3084606
65,0.3145007
66,0.32271907
67,0.31435215
68,0.31466508
69,0.30744094
70,0.3199974
71,0.33680794
72,0.31070182
73,0.3029937
74,0.29392403
75,0.3168847
76,0.2998345
77,0.31007203
78,0.29657114
79,0.30022848
80,0.294951
81,0.30593145
82,0.31113034
83,0.30813125
84,0.29800275
85,0.28875485
86,0.29434592
87,0.29775143
88,0.3010463
89,0.3065438
90,0.27916855
91,0.30175066
92,0.29971015
93,0.29759228
94,0.29243305
95,0.29385945
96,0.3125392
97,0.30040643
98,0.28982693
99,0.29878128
100,0.29662287
