,valid_loss
1,1.4657457
2,1.2459815
3,1.1128817
4,1.0028939
5,0.9315354
6,0.92362446
7,0.90903807
8,0.82985115
9,0.8227723
10,0.81194735
11,0.7822449
12,0.77127963
13,0.77812266
14,0.76450044
15,0.759924
16,0.75989956
17,0.74510735
18,0.71822387
19,0.71858424
20,0.7108944
21,0.70115405
22,0.7007912
23,0.70051163
24,0.7012589
25,0.68792635
26,0.6771172
27,0.6855804
28,0.6659103
29,0.6949757
30,0.67181545
31,0.6896514
32,0.68865615
33,0.68055505
34,0.66804636
35,0.66088206
36,0.6898814
37,0.72812486
38,0.68082577
39,0.72026604
40,0.6891526
41,0.68388474
42,0.6962921
43,0.67559046
44,0.671416
45,0.6925969
46,0.69664454
47,0.68534243
48,0.67456096
49,0.69723725
50,0.70514864
51,0.6783583
52,0.67777526
53,0.70105994
54,0.6706942
55,0.67469794
56,0.67264634
57,0.6996657
58,0.6650844
59,0.66932046
60,0.683316
61,0.6279586
62,0.6355283
63,0.63163763
64,0.6135923
65,0.6139908
66,0.60784304
67,0.6253874
68,0.62803125
69,0.61249846
70,0.60676813
71,0.6221595
72,0.61239904
73,0.61953795
74,0.6288887
75,0.6239026
76,0.6214171
77,0.61797786
78,0.61977977
79,0.62775534
80,0.61628926
81,0.61368793
82,0.61736834
83,0.6174212
84,0.626966
85,0.62394744
86,0.6281791
87,0.65766025
88,0.61261076
89,0.6313244
90,0.61595494
91,0.6290878
92,0.6151168
93,0.6221314
94,0.625931
95,0.626439
96,0.64020497
97,0.6135691
98,0.6309635
99,0.6349689
100,0.6252465
101,0.6253954
102,0.6204755
103,0.6229868
104,0.6348921
105,0.6414994
106,0.6257609
107,0.62218946
108,0.6205628
109,0.62293106
110,0.64091307
111,0.6440683
112,0.64020556
113,0.62490314
114,0.6346545
115,0.64924705
116,0.6379345
117,0.6331726
118,0.6459136
119,0.64473283
120,0.6426399
121,0.6300957
122,0.61977136
123,0.64575106
124,0.6345912
125,0.6294792
126,0.6507583
127,0.6526346
128,0.6360805
129,0.6358471
130,0.64085186
131,0.63782203
132,0.6189022
133,0.62043303
134,0.62892246
135,0.64018315
136,0.6429046
137,0.63091284
138,0.637687
139,0.64467394
140,0.6341212
141,0.6450986
142,0.60536414
143,0.63685024
144,0.6329952
145,0.6115545
146,0.64980114
147,0.6212806
148,0.6256788
149,0.63895106
150,0.64115983
