,valid_loss
1,1.6614015
2,1.2765995
3,1.0903288
4,0.9864077
5,0.89403355
6,0.79018414
7,0.78150386
8,0.71018255
9,0.6938999
10,0.65812564
11,0.6347679
12,0.6250258
13,0.5648355
14,0.5857892
15,0.54117376
16,0.5304998
17,0.5228328
18,0.51138955
19,0.5179113
20,0.49242193
21,0.5060247
22,0.48346528
23,0.481651
24,0.470288
25,0.4467161
26,0.47361133
27,0.4534405
28,0.4333311
29,0.453825
30,0.42649907
31,0.44263124
32,0.43954065
33,0.44030318
34,0.41242138
35,0.4182573
36,0.42217374
37,0.38616645
38,0.4036396
39,0.39530578
40,0.41333488
41,0.3821155
42,0.3946155
43,0.38410503
44,0.37029427
45,0.39679042
46,0.4015843
47,0.38950422
48,0.39346087
49,0.37204552
50,0.37809834
51,0.37954265
52,0.37824866
53,0.3667909
54,0.36605218
55,0.35155934
56,0.36884803
57,0.35436177
58,0.3564724
59,0.3505109
60,0.36953223
61,0.36547884
62,0.3400485
63,0.3381213
64,0.34758914
65,0.3448828
66,0.34182715
67,0.34730965
68,0.349292
69,0.35436717
70,0.34424162
71,0.34212732
72,0.33567142
73,0.3457566
74,0.34440714
75,0.33142462
76,0.35199443
77,0.35847527
78,0.35037848
79,0.3329885
80,0.34059426
81,0.3377446
82,0.32676414
83,0.34599155
84,0.33727467
85,0.34742153
86,0.334801
87,0.3358249
88,0.34380665
89,0.3410684
90,0.3342739
91,0.34341165
92,0.33195984
93,0.32778573
94,0.3523134
95,0.3550071
96,0.334157
97,0.33932418
98,0.35011432
99,0.3234961
100,0.33269313
