,train_accuracy
1,23.443333
2,37.15333
3,41.97167
4,44.395
5,45.543335
6,45.98
7,46.391666
8,47.016666
9,47.326668
10,48.233334
11,48.27833
12,48.23
13,48.698334
14,48.91
15,48.96
16,49.06
17,49.541668
18,49.27
19,49.365
20,49.633335
21,49.683334
22,49.941666
23,50.075
24,50.056667
25,50.176666
26,50.245
27,50.443333
28,50.511665
29,50.44
30,50.583332
31,50.643333
32,50.681667
33,50.915
34,50.75
35,50.585
36,50.863335
37,50.881668
38,50.876667
39,50.941666
40,51.31
41,51.051666
42,51.055
43,51.241665
44,51.29
45,51.383335
46,51.451668
47,51.113335
48,51.333332
49,50.88
50,51.195
51,51.295
52,51.353333
53,51.625
54,51.508335
55,51.761665
56,51.391666
57,51.641666
58,51.511665
59,51.876667
60,51.585
61,51.43833
62,51.89
63,51.955
64,51.63
65,52.013332
66,51.865
67,51.735
68,51.893333
69,52.02833
70,51.72167
71,52.305
72,51.601665
73,51.995
74,52.005
75,52.126667
76,52.131668
77,51.85
78,51.701668
79,52.17
80,52.075
81,52.09
82,51.88
83,52.07
84,51.806667
85,52.088333
86,51.725
87,52.173332
88,52.075
89,52.243332
90,51.835
91,52.118332
92,51.93667
93,52.386665
94,51.898335
95,51.866665
96,51.81167
97,51.805
98,52.02667
99,52.13
100,51.843334
