,train_accuracy
1,21.401667
2,36.043335
3,41.373333
4,43.506668
5,44.886665
6,45.61
7,46.52
8,46.843334
9,47.38
10,47.638332
11,47.958332
12,48.34667
13,48.29
14,48.156666
15,49.328335
16,49.58
17,49.16
18,49.633335
19,49.638332
20,49.885
21,49.626667
22,50.02667
23,50.111668
24,50.231667
25,50.288334
26,50.295
27,50.068333
28,50.613335
29,50.496666
30,50.583332
31,50.803333
32,50.366665
33,50.6
34,50.74
35,50.93
36,50.838333
37,50.93667
38,50.733334
39,50.43
40,51.496666
41,51.106667
42,50.993332
43,50.896667
44,51.266666
45,51.165
46,51.15167
47,51.123333
48,51.203335
49,51.201668
50,51.388332
51,51.093334
52,51.375
53,51.705
54,51.296665
55,51.72
56,51.618332
57,51.683334
58,51.65167
59,51.613335
60,51.78
61,51.748333
62,51.711666
63,51.743332
64,51.89
65,51.82
66,51.743332
67,51.525
68,51.701668
69,51.77667
70,51.991665
71,51.801666
72,51.75
73,52.036667
74,52.345
75,52.015
76,51.731667
77,51.94
78,51.835
79,52.238335
80,51.548332
81,51.843334
82,51.883335
83,51.815
84,51.71
85,51.916668
86,51.8
87,52.525
88,52.071667
89,51.946667
90,52.003334
91,51.796665
92,52.178333
93,51.715
94,52.146667
95,52.138332
96,51.916668
97,51.808334
98,51.921665
99,51.931667
100,52.1
