,train_accuracy
1,11.111667
2,12.476666
3,14.495
4,16.6
5,20.25
6,23.891666
7,26.691668
8,29.388334
9,32.083332
10,33.896667
11,35.803333
12,36.93
13,38.551666
14,39.505
15,40.72167
16,40.858334
17,41.796665
18,42.083332
19,42.14
20,42.946667
21,42.785
22,43.435
23,44.031666
24,43.765
25,44.28
26,44.328335
27,44.40333
28,44.396667
29,45.115
30,45.111668
31,45.468334
32,45.196667
33,45.261665
34,45.55
35,45.706665
36,45.246666
37,45.518333
38,46.046665
39,45.965
40,45.97167
41,45.84833
42,46.258335
43,46.041668
44,46.34
45,46.373333
46,46.323334
47,46.353333
48,46.506668
49,46.585
50,46.758335
51,46.463333
52,46.425
53,46.821667
54,46.63
55,46.943333
56,46.66
57,46.668335
58,46.743332
59,47.148335
60,46.96
61,46.861668
62,46.98
63,46.921665
64,46.858334
65,46.853333
66,46.853333
67,47.048332
68,46.77833
69,46.726665
70,47.503334
71,47.295
72,47.373333
73,46.511665
74,46.715
75,47.046665
76,47.236668
77,47.02667
78,47.138332
79,47.245
80,46.818333
81,47.288334
82,46.84833
83,47.15333
84,47.035
85,46.961666
86,46.955
87,47.125
88,46.75
89,47.036667
90,46.935
91,47.12
92,47.091667
93,47.0
94,46.831665
95,47.181667
96,46.888332
97,47.206665
98,46.98
99,46.84
100,46.821667
