,train_accuracy
1,41.465
2,48.491665
3,49.208332
4,49.056667
5,49.536667
6,49.925
7,50.0
8,50.115
9,50.535
10,50.48
11,50.82
12,50.47167
13,50.63
14,50.785
15,50.558334
16,50.788334
17,50.765
18,50.68667
19,50.891666
20,50.5
21,50.79
22,50.49
23,51.178333
24,51.015
25,51.19
26,51.16
27,51.206665
28,51.256668
29,50.911667
30,51.371666
31,51.353333
32,51.116665
33,51.341667
34,50.958332
35,51.258335
36,51.315
37,51.261665
38,51.548332
39,51.273335
40,51.37
41,51.163334
42,51.501667
43,51.681667
44,51.428333
45,51.476665
46,51.26
47,51.336666
48,51.246666
49,51.493332
50,51.976665
51,51.41
52,51.855
53,51.288334
54,51.535
55,51.683334
56,51.33
57,51.648335
58,51.815
59,51.845
60,51.523335
61,51.333332
62,51.996666
63,51.90333
64,52.021667
65,51.981667
66,51.906666
67,51.871666
68,52.038334
69,51.91
70,52.075
71,52.298332
72,52.0
73,52.418335
74,51.883335
75,52.015
76,52.075
77,52.38
78,52.166668
79,52.273335
80,52.4
81,51.985
82,52.296665
83,51.978333
84,52.056667
85,52.343334
86,52.3
87,51.95
88,52.113335
89,52.291668
90,52.263332
91,52.378334
92,52.2
93,51.76
94,52.041668
95,52.215
96,52.328335
97,52.06167
98,52.081665
99,52.341667
100,52.236668
