,train_accuracy
1,32.836
2,49.682
3,57.434
4,62.034
5,64.964
6,67.046
7,69.106
8,70.488
9,71.486
10,72.512
11,73.3
12,74.224
13,74.678
14,75.172
15,75.952
16,76.27
17,76.594
18,77.268
19,77.526
20,77.938
21,78.542
22,78.518
23,78.582
24,79.144
25,79.174
26,79.804
27,79.908
28,80.048
29,80.12
30,80.75
31,80.79
32,81.036
33,81.012
34,81.358
35,81.678
36,81.714
37,81.832
38,82.008
39,82.178
40,82.164
41,82.31
42,82.444
43,82.576
44,82.606
45,82.848
46,83.0
47,83.276
48,83.38
49,83.184
50,83.262
51,83.394
52,83.798
53,83.672
54,83.934
55,84.208
56,84.156
57,84.08
58,84.168
59,84.396
60,84.19
61,87.0
62,87.632
63,87.842
64,88.016
65,88.358
66,88.496
67,88.456
68,88.6
69,88.808
70,88.802
71,88.814
72,88.83
73,89.08
74,89.028
75,88.932
76,89.158
77,89.218
78,89.296
79,89.502
80,89.246
81,89.3
82,89.352
83,89.254
84,89.45
85,89.36
86,89.53
87,89.466
88,89.612
89,89.642
90,89.702
91,89.598
92,89.948
93,89.742
94,89.754
95,89.974
96,89.726
97,89.916
98,89.936
99,90.0
100,89.99
101,90.052
102,90.132
103,90.114
104,90.228
105,89.984
106,90.158
107,90.094
108,90.174
109,90.432
110,90.05
111,90.216
112,90.276
113,90.318
114,90.344
115,90.384
116,90.354
117,90.406
118,90.5
119,90.652
120,90.35
121,90.706
122,90.836
123,90.834
124,90.982
125,90.81
126,91.026
127,90.758
128,90.728
129,90.798
130,90.858
131,90.812
132,90.77
133,90.774
134,90.848
135,91.06
136,90.85
137,90.762
138,90.98
139,91.058
140,90.88
141,90.866
142,90.988
143,90.874
144,90.92
145,90.972
146,90.914
147,91.038
148,91.052
149,90.968
150,91.058
