,train_accuracy
1,25.123333
2,28.11
3,28.161667
4,28.245
5,27.811666
6,28.16
7,28.063334
8,28.086666
9,28.488333
10,28.361666
11,28.143333
12,28.155
13,28.618334
14,27.885
15,28.158333
16,27.923334
17,27.77
18,28.303333
19,28.173334
20,27.836666
21,27.938334
22,28.058332
23,27.833334
24,27.891666
25,28.223333
26,28.4
27,28.333334
28,27.713333
29,27.958334
30,28.158333
31,28.04
32,27.811666
33,28.058332
34,27.786667
35,28.033333
36,27.966667
37,28.36
38,28.175
39,28.433332
40,28.126667
41,27.72
42,27.921667
43,27.816668
44,27.836666
45,27.915
46,27.823334
47,27.69
48,27.79
49,26.923334
50,28.083334
51,27.72
52,27.878334
53,28.013334
54,27.803333
55,27.733334
56,27.953333
57,27.881666
58,27.838333
59,27.578333
60,27.516666
61,27.675
62,28.093334
63,28.213333
64,28.465
65,28.261667
66,28.241667
67,28.435
68,28.678333
69,28.486666
70,28.615
71,28.52
72,28.703333
73,28.441668
74,28.675
75,28.778334
76,28.726667
77,29.001667
78,28.791666
79,28.808332
80,28.718334
81,28.795
82,28.94
83,28.765
84,28.78
85,28.583334
86,28.713333
87,28.671667
88,28.673334
89,28.93
90,28.986666
91,28.786667
92,28.665
93,28.818333
94,28.8
95,28.741667
96,28.941668
97,28.853333
98,28.713333
99,29.05
100,28.731667
