,train_accuracy
1,10.408334
2,11.853333
3,13.9366665
4,17.03
5,20.466667
6,23.866667
7,26.501667
8,29.483334
9,31.785
10,34.046665
11,36.09667
12,37.556667
13,38.483334
14,39.748333
15,40.78
16,41.27667
17,41.581665
18,42.18
19,42.516666
20,42.763332
21,43.116665
22,43.44
23,43.745
24,43.59667
25,43.98
26,44.425
27,44.423332
28,44.178333
29,44.801666
30,44.81167
31,44.808334
32,45.118332
33,45.085
34,45.053333
35,45.251667
36,45.206665
37,45.783333
38,45.585
39,45.54
40,45.621666
41,45.501667
42,45.656666
43,45.586666
44,45.888332
45,45.713333
46,45.906666
47,45.505
48,46.006668
49,45.83
50,46.14
51,45.493332
52,45.93667
53,46.068333
54,46.248333
55,46.236668
56,46.251667
57,45.996666
58,46.235
59,46.35
60,46.301666
61,45.993332
62,46.21
63,46.295
64,46.841667
65,46.11
66,46.613335
67,46.371666
68,46.18833
69,46.318333
70,46.283333
71,46.35
72,46.52667
73,46.35
74,46.371666
75,46.095
76,46.476665
77,46.303333
78,46.508335
79,46.468334
80,46.291668
81,46.38
82,46.341667
83,46.27833
84,46.558334
85,46.79
86,46.32
87,46.406666
88,46.433334
89,46.81333
90,46.428333
91,46.2
92,46.261665
93,46.13
94,46.525
95,46.376667
96,46.418335
97,46.791668
98,46.72333
99,46.495
100,46.666668
