,train_accuracy
1,19.763334
2,27.521667
3,28.233334
4,28.455
5,28.885
6,28.625
7,29.025
8,28.965
9,29.01
10,29.151667
11,29.181667
12,28.971666
13,29.185
14,29.013334
15,29.006666
16,29.333334
17,29.163334
18,29.426666
19,29.216667
20,29.076666
21,29.493334
22,29.388334
23,29.2
24,29.346666
25,29.301666
26,29.198334
27,29.165
28,29.308332
29,29.361666
30,29.155
31,29.006666
32,29.505
33,29.113333
34,29.331667
35,29.083334
36,29.391666
37,29.321667
38,29.38
39,29.5
40,29.223333
41,29.308332
42,29.348333
43,29.188334
44,29.255
45,29.071667
46,29.38
47,29.436666
48,29.293333
49,29.39
50,29.793333
51,29.463333
52,29.411667
53,29.331667
54,29.433332
55,29.176666
56,29.306667
57,29.518333
58,29.451666
59,29.406666
60,29.478333
61,29.441668
62,29.298334
63,29.405
64,29.566668
65,29.488333
66,29.616667
67,29.63
68,29.628334
69,29.365
70,29.705
71,29.548334
72,29.346666
73,29.496666
74,29.308332
75,29.426666
76,29.445
77,29.561666
78,29.556667
79,29.626667
80,29.24
81,29.465
82,29.523333
83,29.686666
84,29.483334
85,29.625
86,29.518333
87,29.325
88,29.781666
89,29.58
90,29.413334
91,29.493334
92,29.395
93,29.741667
94,29.698334
95,29.665
96,29.396667
97,29.501667
98,29.305
99,29.465
100,29.566668
