,train_accuracy
1,27.825
2,42.47167
3,45.34667
4,46.566666
5,47.093334
6,48.156666
7,48.226665
8,48.703335
9,48.876667
10,49.523335
11,49.696667
12,49.356667
13,49.775
14,49.951668
15,50.308334
16,50.253334
17,50.193333
18,50.351665
19,50.621666
20,50.565
21,50.56
22,50.8
23,50.675
24,51.496666
25,51.106667
26,51.296665
27,51.381668
28,51.325
29,51.051666
30,51.76
31,51.11
32,51.233334
33,51.59833
34,51.506668
35,51.128334
36,51.415
37,51.97
38,51.288334
39,51.618332
40,51.29
41,51.406666
42,51.733334
43,51.256668
44,51.565
45,51.441666
46,51.523335
47,51.573334
48,51.983334
49,51.91
50,51.878334
51,52.18
52,51.315
53,51.868332
54,52.338333
55,51.81167
56,51.38
57,51.633335
58,51.853333
59,52.24
60,51.966667
61,51.946667
62,52.078335
63,51.993332
64,52.09833
65,52.498333
66,52.56167
67,52.448334
68,52.443333
69,52.02667
70,52.355
71,51.97
72,52.318333
73,52.326668
74,52.616665
75,52.361668
76,52.345
77,52.61
78,52.263332
79,52.305
80,52.28
81,52.516666
82,52.24
83,52.268333
84,52.335
85,52.101665
86,52.218334
87,52.333332
88,52.388332
89,52.59
90,52.11
91,52.051666
92,52.451668
93,52.426666
94,52.368332
95,52.201668
96,52.291668
97,52.62
98,52.235
99,52.48
100,52.768333
