,train_accuracy
1,12.516666
2,18.77
3,26.446667
4,30.605
5,32.621666
6,33.87
7,34.658333
8,35.27
9,35.948334
10,36.39
11,36.681667
12,36.90333
13,36.91
14,36.795
15,36.991665
16,37.35
17,37.106667
18,37.416668
19,37.43833
20,37.781666
21,37.41
22,37.38
23,37.47333
24,37.605
25,37.405
26,37.451668
27,37.43833
28,37.85
29,37.521667
30,37.856667
31,37.318333
32,37.86
33,37.831665
34,37.876667
35,38.021667
36,37.793335
37,38.011665
38,37.985
39,37.98
40,37.786667
41,37.486668
42,37.851665
43,38.093334
44,38.15167
45,38.068333
46,37.966667
47,37.985
48,37.881668
49,38.058334
50,38.03
51,37.898335
52,38.466667
53,37.996666
54,37.84
55,37.863335
56,37.961666
57,38.056667
58,38.266666
59,38.233334
60,38.196667
61,38.358334
62,38.336666
63,38.116665
64,38.056667
65,38.141666
66,38.366665
67,38.235
68,38.25
69,38.56
70,38.381668
71,38.208332
72,37.946667
73,37.99
74,38.27833
75,38.27667
76,38.156666
77,38.238335
78,38.183334
79,38.158333
80,37.98
81,38.475
82,38.31
83,38.193333
84,38.231667
85,38.308334
86,38.485
87,38.4
88,38.433334
89,38.08
90,38.376667
91,37.968334
92,38.325
93,38.216667
94,38.396667
95,38.288334
96,38.093334
97,38.17
98,38.11
99,38.506668
100,38.378334
