,train_accuracy
1,34.92
2,45.843334
3,48.133335
4,48.906666
5,49.54
6,49.808334
7,50.078335
8,50.325
9,50.396667
10,50.538334
11,50.521667
12,50.465
13,50.926666
14,51.15
15,51.333332
16,50.845
17,51.091667
18,50.90167
19,51.081665
20,51.568333
21,51.321667
22,51.39
23,51.476665
24,51.40167
25,51.595
26,51.758335
27,51.59833
28,51.445
29,51.551666
30,51.65
31,51.981667
32,51.53
33,51.466667
34,51.975
35,51.968334
36,51.61
37,51.991665
38,51.786667
39,51.775
40,51.843334
41,52.141666
42,51.856667
43,52.023335
44,51.923332
45,52.045
46,51.715
47,52.121666
48,52.211666
49,52.073334
50,52.07
51,52.033333
52,51.876667
53,51.865
54,51.981667
55,51.946667
56,51.738335
57,52.07
58,52.06
59,52.16
60,51.97167
61,52.34667
62,52.393333
63,52.51
64,52.325
65,52.34833
66,52.728333
67,52.34833
68,52.341667
69,52.421665
70,52.316666
71,52.658333
72,52.705
73,52.586666
74,52.453335
75,52.818333
76,52.691666
77,52.655
78,52.641666
79,52.413334
80,52.451668
81,52.8
82,52.486668
83,52.556667
84,52.756668
85,52.611668
86,52.735
87,52.525
88,52.371666
89,52.215
90,52.63
91,52.296665
92,52.54
93,52.711666
94,52.556667
95,52.481667
96,52.62
97,52.291668
98,52.826668
99,52.49
100,52.753334
