,train_accuracy
1,49.736
2,62.14
3,66.774
4,70.082
5,71.856
6,73.634
7,74.684
8,75.55
9,76.436
10,77.478
11,77.632
12,78.494
13,79.262
14,79.604
15,80.072
16,80.332
17,80.756
18,81.154
19,81.474
20,81.94
21,82.276
22,82.6
23,82.848
24,83.054
25,83.412
26,83.524
27,83.752
28,83.708
29,84.056
30,84.312
31,84.6
32,84.524
33,84.748
34,84.998
35,85.008
36,85.218
37,85.538
38,85.596
39,85.734
40,85.82
41,85.858
42,86.222
43,86.174
44,86.498
45,86.52
46,86.844
47,86.79
48,86.912
49,87.046
50,86.79
51,87.344
52,87.242
53,87.62
54,87.578
55,87.662
56,87.48
57,87.846
58,87.828
59,87.87
60,88.158
61,89.748
62,90.152
63,90.242
64,90.28
65,90.666
66,90.51
67,90.782
68,90.718
69,90.674
70,90.772
71,90.872
72,90.958
73,90.772
74,91.072
75,90.93
76,91.068
77,91.148
78,91.228
79,91.15
80,91.338
81,91.378
82,91.258
83,91.27
84,91.176
85,91.28
86,91.434
87,91.3
88,91.334
89,91.438
90,91.53
91,91.4
92,91.482
93,91.524
94,91.598
95,91.516
96,91.584
97,91.65
98,91.808
99,91.592
100,91.65
101,91.616
102,91.58
103,91.852
104,91.78
105,91.462
106,91.782
107,91.882
108,91.706
109,91.876
110,91.88
111,91.846
112,91.76
113,91.922
114,92.09
115,92.048
116,91.956
117,91.746
118,91.994
119,91.9
120,92.108
121,92.094
122,92.188
123,92.278
124,92.194
125,92.176
126,92.086
127,92.368
128,92.37
129,92.222
130,92.224
131,92.238
132,92.338
133,92.274
134,92.192
135,92.404
136,92.348
137,92.252
138,92.39
139,92.278
140,92.346
141,92.276
142,92.394
143,92.236
144,92.192
145,92.374
146,92.132
147,92.17
148,92.528
149,92.336
150,92.328
