,train_accuracy
1,29.276
2,45.13
3,55.994
4,63.596
5,69.358
6,73.406
7,75.86
8,77.91
9,79.514
10,80.634
11,81.944
12,82.644
13,83.698
14,84.542
15,85.132
16,85.772
17,86.03
18,86.768
19,87.204
20,87.864
21,88.162
22,88.694
23,88.768
24,89.38
25,89.584
26,89.776
27,90.326
28,90.48
29,90.838
30,90.98
31,91.126
32,91.506
33,91.574
34,91.974
35,92.27
36,92.334
37,92.428
38,92.918
39,93.01
40,93.14
41,93.276
42,93.512
43,93.498
44,93.788
45,93.8
46,93.982
47,94.03
48,94.58
49,94.65
50,94.436
51,94.58
52,94.768
53,94.844
54,95.224
55,95.284
56,95.276
57,95.36
58,95.49
59,95.456
60,95.73
61,95.598
62,96.066
63,95.934
64,95.818
65,96.086
66,96.064
67,96.222
68,96.266
69,96.548
70,96.152
71,96.458
72,96.636
73,96.566
74,96.798
75,96.748
76,96.896
77,96.726
78,96.824
79,97.228
80,97.012
81,97.136
82,97.058
83,97.332
84,97.156
85,97.228
86,97.346
87,97.482
88,97.322
89,97.462
90,97.51
91,97.546
92,97.494
93,97.53
94,97.688
95,97.738
96,97.746
97,97.656
98,97.684
99,97.74
100,97.84
101,98.012
102,97.67
103,97.93
104,97.996
105,98.05
106,98.056
107,98.002
108,97.952
109,98.104
110,98.218
111,98.134
112,98.274
113,98.162
114,98.21
115,98.348
116,98.104
117,98.208
118,98.36
119,98.206
120,98.258
121,98.276
122,98.396
123,98.39
124,98.496
125,98.474
126,98.454
127,98.334
128,98.32
129,98.552
130,98.592
131,98.53
132,98.542
133,98.63
134,98.538
135,98.554
136,98.522
137,98.628
138,98.692
139,98.676
140,98.634
141,98.676
142,98.882
143,98.794
144,98.728
145,98.768
146,98.852
147,98.704
148,98.682
149,98.872
150,99.08
151,99.352
152,99.524
153,99.672
154,99.656
155,99.666
156,99.708
157,99.752
158,99.706
159,99.772
160,99.742
161,99.832
162,99.782
163,99.802
164,99.814
165,99.782
166,99.762
167,99.83
168,99.82
169,99.856
170,99.836
171,99.83
172,99.864
173,99.806
174,99.844
175,99.88
176,99.86
177,99.856
178,99.836
179,99.854
180,99.872
181,99.874
182,99.874
183,99.822
184,99.866
185,99.866
186,99.866
187,99.866
188,99.876
189,99.884
190,99.868
191,99.886
192,99.906
193,99.88
194,99.884
195,99.892
196,99.882
197,99.9
198,99.876
199,99.886
200,99.924
201,99.88
202,99.894
203,99.922
204,99.916
205,99.892
206,99.902
207,99.896
208,99.89
209,99.936
210,99.918
211,99.902
212,99.914
213,99.922
214,99.902
215,99.912
216,99.914
217,99.91
218,99.924
219,99.928
220,99.93
221,99.892
222,99.906
223,99.902
224,99.91
225,99.944
226,99.906
227,99.942
228,99.916
229,99.934
230,99.926
231,99.912
232,99.938
233,99.924
234,99.916
235,99.934
236,99.92
237,99.926
238,99.918
239,99.922
240,99.908
241,99.926
242,99.946
243,99.928
244,99.946
245,99.93
246,99.932
247,99.936
248,99.926
249,99.944
250,99.944
251,99.914
252,99.92
253,99.92
254,99.922
255,99.94
256,99.916
257,99.928
258,99.93
259,99.934
260,99.93
261,99.914
262,99.92
263,99.948
264,99.94
265,99.94
266,99.936
267,99.938
268,99.938
269,99.94
270,99.94
271,99.946
272,99.934
273,99.924
274,99.918
275,99.926
276,99.948
277,99.926
278,99.942
279,99.938
280,99.934
281,99.938
282,99.91
283,99.93
284,99.92
285,99.93
286,99.934
287,99.928
288,99.942
289,99.924
290,99.922
291,99.902
292,99.93
293,99.936
294,99.942
295,99.932
296,99.93
297,99.944
298,99.926
299,99.922
300,99.938
