,train_accuracy
1,13.793333
2,20.831667
3,29.88
4,35.608334
5,38.53
6,40.785
7,42.101665
8,43.25
9,43.8
10,44.435
11,44.79
12,45.336666
13,45.611668
14,45.67
15,45.591667
16,46.255
17,46.356667
18,46.235
19,46.391666
20,46.366665
21,46.385
22,46.531666
23,47.023335
24,47.108334
25,46.9
26,46.998333
27,47.193333
28,47.038334
29,46.891666
30,46.883335
31,47.291668
32,47.35
33,47.391666
34,47.42
35,47.11
36,47.266666
37,47.383335
38,47.428333
39,47.266666
40,47.671665
41,47.408333
42,47.521667
43,47.59
44,47.465
45,47.613335
46,47.91
47,47.61
48,47.495
49,47.625
50,47.55
51,47.761665
52,47.558334
53,47.415
54,47.97
55,47.741665
56,47.556667
57,47.773335
58,47.996666
59,47.816666
60,47.676666
61,47.865
62,48.02667
63,48.241665
64,48.40167
65,48.036667
66,47.976665
67,48.023335
68,48.07
69,48.09667
70,48.266666
71,48.091667
72,48.34
73,48.003334
74,48.131668
75,48.213333
76,48.14
77,47.678333
78,48.006668
79,48.093334
80,47.90167
81,48.09833
82,48.27
83,48.073334
84,48.275
85,48.105
86,48.256668
87,47.638332
88,48.183334
89,48.093334
90,48.05
91,48.1
92,48.258335
93,48.47
94,48.286667
95,48.171665
96,47.926666
97,48.316666
98,47.905
99,47.946667
100,48.4
