,train_accuracy
1,20.856667
2,34.32
3,36.571667
4,37.283333
5,37.165
6,37.551666
7,37.735
8,37.768333
9,38.038334
10,37.98
11,38.086666
12,38.366665
13,38.34
14,38.178333
15,38.13
16,38.32
17,37.956665
18,38.483334
19,38.553333
20,38.303333
21,38.135
22,38.536667
23,38.506668
24,38.638332
25,38.703335
26,38.65167
27,38.58
28,38.6
29,38.853333
30,38.543335
31,38.53
32,38.491665
33,38.45
34,38.735
35,38.495
36,38.571667
37,38.623333
38,38.593334
39,38.495
40,38.35
41,38.206665
42,38.626667
43,38.731667
44,38.523335
45,38.803333
46,38.826668
47,38.608334
48,38.675
49,38.733334
50,38.61
51,38.913334
52,38.505
53,38.82
54,38.455
55,38.678333
56,38.416668
57,39.02
58,38.883335
59,38.72
60,38.698334
61,38.853333
62,38.98
63,38.888332
64,39.203335
65,38.963333
66,38.881668
67,38.906666
68,38.708332
69,39.195
70,38.72
71,38.88
72,39.06
73,38.97
74,38.931667
75,39.118332
76,39.253334
77,39.26
78,38.751667
79,38.61
80,38.548332
81,38.891666
82,38.93667
83,39.115
84,39.065
85,38.77833
86,38.963333
87,39.073334
88,38.68667
89,39.078335
90,39.038334
91,38.766666
92,38.806667
93,38.695
94,38.861668
95,39.171665
96,38.793335
97,38.84667
98,39.15167
99,39.02667
100,39.071667
