,train_accuracy
1,29.022
2,45.998
3,57.246
4,65.754
5,71.992
6,75.55
7,78.06
8,79.806
9,81.588
10,82.77
11,83.784
12,84.788
13,85.482
14,86.012
15,86.79
16,87.348
17,87.98
18,88.27
19,88.742
20,89.334
21,89.544
22,89.83
23,90.41
24,90.76
25,90.92
26,91.268
27,91.62
28,91.932
29,92.136
30,92.294
31,92.518
32,92.712
33,93.052
34,93.16
35,93.446
36,93.536
37,93.778
38,93.918
39,93.97
40,94.122
41,94.482
42,94.488
43,94.908
44,94.904
45,94.938
46,95.242
47,95.15
48,95.438
49,95.302
50,95.542
51,95.732
52,95.762
53,95.918
54,95.998
55,96.088
56,96.188
57,96.132
58,96.328
59,96.534
60,96.438
61,96.406
62,96.418
63,96.792
64,96.58
65,96.804
66,96.946
67,97.028
68,97.262
69,97.068
70,97.286
71,97.21
72,97.246
73,97.27
74,97.524
75,97.41
76,97.532
77,97.628
78,97.602
79,97.518
80,97.678
81,97.72
82,97.758
83,97.752
84,97.89
85,97.806
86,97.95
87,98.0
88,97.85
89,97.998
90,98.1
91,98.052
92,98.016
93,98.118
94,98.194
95,98.15
96,98.158
97,98.236
98,98.314
99,98.266
100,98.468
101,98.462
102,98.338
103,98.372
104,98.428
105,98.436
106,98.438
107,98.496
108,98.55
109,98.482
110,98.61
111,98.61
112,98.496
113,98.672
114,98.49
115,98.59
116,98.68
117,98.856
118,98.696
119,98.716
120,98.718
121,98.814
122,98.714
123,98.744
124,98.864
125,98.906
126,98.722
127,98.786
128,98.916
129,98.83
130,98.806
131,98.894
132,98.968
133,98.938
134,98.874
135,98.908
136,98.99
137,98.948
138,98.878
139,99.002
140,99.096
141,99.046
142,98.936
143,99.114
144,99.09
145,99.09
146,98.952
147,99.182
148,99.014
149,99.184
150,99.006
151,99.374
152,99.6
153,99.62
154,99.742
155,99.728
156,99.76
157,99.772
158,99.82
159,99.8
160,99.82
161,99.814
162,99.832
163,99.822
164,99.872
165,99.838
166,99.834
167,99.858
168,99.87
169,99.868
170,99.876
171,99.868
172,99.838
173,99.874
174,99.852
175,99.868
176,99.864
177,99.886
178,99.902
179,99.88
180,99.842
181,99.892
182,99.888
183,99.916
184,99.914
185,99.85
186,99.896
187,99.9
188,99.902
189,99.9
190,99.91
191,99.92
192,99.896
193,99.904
194,99.898
195,99.894
196,99.898
197,99.91
198,99.918
199,99.912
200,99.904
201,99.904
202,99.922
203,99.904
204,99.916
205,99.918
206,99.938
207,99.908
208,99.918
209,99.93
210,99.934
211,99.906
212,99.914
213,99.926
214,99.942
215,99.916
216,99.922
217,99.93
218,99.938
219,99.926
220,99.918
221,99.928
222,99.936
223,99.91
224,99.938
225,99.944
226,99.932
227,99.926
228,99.92
229,99.914
230,99.948
231,99.94
232,99.946
233,99.94
234,99.948
235,99.93
236,99.916
237,99.92
238,99.944
239,99.932
240,99.93
241,99.934
242,99.934
243,99.924
244,99.956
245,99.95
246,99.96
247,99.95
248,99.934
249,99.936
250,99.932
251,99.928
252,99.948
253,99.932
254,99.946
255,99.946
256,99.956
257,99.952
258,99.942
259,99.946
260,99.928
261,99.946
262,99.948
263,99.936
264,99.958
265,99.966
266,99.936
267,99.94
268,99.942
269,99.954
270,99.942
271,99.95
272,99.922
273,99.94
274,99.916
275,99.944
276,99.946
277,99.962
278,99.942
279,99.952
280,99.942
281,99.926
282,99.942
283,99.952
284,99.962
285,99.94
286,99.962
287,99.932
288,99.93
289,99.928
290,99.944
291,99.946
292,99.96
293,99.938
294,99.948
295,99.936
296,99.91
297,99.952
298,99.954
299,99.95
300,99.924
