,train_accuracy
1,34.684
2,55.204
3,66.88
4,73.184
5,77.23
6,79.386
7,81.146
8,82.624
9,83.856
10,84.928
11,85.656
12,86.622
13,86.86
14,87.636
15,88.372
16,88.538
17,89.372
18,89.422
19,90.098
20,90.226
21,90.936
22,91.076
23,91.448
24,91.582
25,92.076
26,92.426
27,92.49
28,92.708
29,93.026
30,93.34
31,93.458
32,93.578
33,93.73
34,93.98
35,94.132
36,94.292
37,94.584
38,94.624
39,94.932
40,95.04
41,95.008
42,95.306
43,95.41
44,95.65
45,95.482
46,95.644
47,95.85
48,95.848
49,96.032
50,96.18
51,96.318
52,96.25
53,96.386
54,96.622
55,96.586
56,96.672
57,96.588
58,96.71
59,96.934
60,97.072
61,96.862
62,96.968
63,97.088
64,97.374
65,97.222
66,97.344
67,97.476
68,97.324
69,97.552
70,97.57
71,97.516
72,97.692
73,97.652
74,97.704
75,97.792
76,97.614
77,97.656
78,98.044
79,97.94
80,98.098
81,98.056
82,98.074
83,98.086
84,98.142
85,98.136
86,98.166
87,98.268
88,98.274
89,98.294
90,98.282
91,98.312
92,98.368
93,98.432
94,98.53
95,98.324
96,98.368
97,98.418
98,98.444
99,98.46
100,98.462
101,98.66
102,98.756
103,98.674
104,98.354
105,98.574
106,98.64
107,98.718
108,98.892
109,98.786
110,98.942
111,98.816
112,98.654
113,98.878
114,98.748
115,98.846
116,98.858
117,98.94
118,98.712
119,98.96
120,98.858
121,98.838
122,99.044
123,98.964
124,98.942
125,98.9
126,98.878
127,98.878
128,98.976
129,99.048
130,99.076
131,99.03
132,99.034
133,99.064
134,99.076
135,99.068
136,99.088
137,99.25
138,99.148
139,99.08
140,99.172
141,99.07
142,99.21
143,99.19
144,99.222
145,99.09
146,99.21
147,99.23
148,99.294
149,99.272
150,99.206
151,99.478
152,99.706
153,99.684
154,99.78
155,99.784
156,99.804
157,99.808
158,99.8
159,99.806
160,99.83
161,99.83
162,99.846
163,99.866
164,99.866
165,99.88
166,99.87
167,99.87
168,99.868
169,99.888
170,99.878
171,99.846
172,99.88
173,99.888
174,99.91
175,99.91
176,99.89
177,99.918
178,99.902
179,99.886
180,99.894
181,99.89
182,99.892
183,99.908
184,99.898
185,99.91
186,99.93
187,99.884
188,99.904
189,99.936
190,99.906
191,99.916
192,99.92
193,99.938
194,99.924
195,99.91
196,99.916
197,99.946
198,99.918
199,99.94
200,99.926
201,99.924
202,99.922
203,99.932
204,99.92
205,99.938
206,99.938
207,99.95
208,99.924
209,99.924
210,99.946
211,99.946
212,99.94
213,99.952
214,99.94
215,99.94
216,99.94
217,99.932
218,99.92
219,99.942
220,99.954
221,99.938
222,99.944
223,99.926
224,99.948
225,99.958
226,99.946
227,99.952
228,99.93
229,99.946
230,99.942
231,99.936
232,99.938
233,99.92
234,99.936
235,99.944
236,99.948
237,99.954
238,99.954
239,99.93
240,99.95
241,99.954
242,99.944
243,99.946
244,99.956
245,99.942
246,99.914
247,99.946
248,99.958
249,99.948
250,99.944
251,99.95
252,99.95
253,99.946
254,99.954
255,99.94
256,99.954
257,99.954
258,99.94
259,99.946
260,99.958
261,99.938
262,99.95
263,99.962
264,99.936
265,99.944
266,99.956
267,99.974
268,99.944
269,99.952
270,99.968
271,99.96
272,99.96
273,99.942
274,99.95
275,99.944
276,99.936
277,99.952
278,99.946
279,99.94
280,99.954
281,99.954
282,99.954
283,99.954
284,99.946
285,99.96
286,99.964
287,99.956
288,99.952
289,99.924
290,99.948
291,99.956
292,99.954
293,99.964
294,99.946
295,99.938
296,99.95
297,99.948
298,99.956
299,99.962
300,99.962
