,train_accuracy
1,30.108334
2,31.805
3,32.035
4,32.27
5,32.075
6,32.34667
7,32.361668
8,31.916666
9,31.93
10,32.358334
11,32.196667
12,32.215
13,32.371666
14,32.116665
15,32.295
16,32.31
17,32.018333
18,32.261665
19,32.225
20,32.04
21,32.176666
22,32.27
23,32.163334
24,31.968334
25,32.335
26,32.018333
27,32.115
28,31.858334
29,32.31
30,32.105
31,31.521667
32,31.533333
33,31.906666
34,31.913334
35,32.156666
36,31.94
37,32.15333
38,32.173332
39,32.038334
40,31.938334
41,31.736666
42,31.871666
43,31.936666
44,32.003334
45,31.645
46,31.908333
47,31.593334
48,31.575
49,31.706667
50,31.805
51,31.92
52,31.331667
53,31.845
54,31.886667
55,32.015
56,31.973333
57,32.44
58,31.915
59,32.2
60,32.218334
61,32.086666
62,32.265
63,32.141666
64,32.333332
65,32.373333
66,32.638332
67,32.493332
68,32.545
69,32.40167
70,32.483334
71,32.31333
72,32.76
73,32.796665
74,32.545
75,32.656666
76,32.958332
77,32.815
78,32.43
79,32.733334
80,32.68667
81,32.82
82,32.52833
83,32.713333
84,32.766666
85,32.916668
86,32.823334
87,32.908333
88,32.768333
89,32.606667
90,32.68833
91,32.87
92,32.751667
93,32.543335
94,32.566666
95,32.618332
96,32.673332
97,32.843334
98,32.556667
99,32.61
100,32.81
