,train_accuracy
1,45.976
2,59.224
3,64.904
4,68.124
5,69.72
6,71.674
7,72.692
8,73.912
9,74.676
10,75.378
11,75.928
12,76.446
13,77.226
14,77.586
15,78.092
16,78.366
17,78.836
18,79.024
19,78.916
20,79.842
21,79.884
22,80.322
23,80.38
24,80.626
25,80.892
26,81.046
27,81.306
28,81.606
29,81.694
30,81.544
31,81.95
32,82.324
33,82.174
34,82.552
35,82.56
36,82.87
37,82.916
38,82.744
39,82.984
40,83.16
41,83.294
42,83.518
43,83.36
44,83.83
45,83.612
46,83.986
47,84.138
48,84.38
49,84.1
50,84.38
51,84.242
52,84.528
53,84.802
54,84.734
55,84.936
56,84.74
57,84.758
58,85.154
59,84.864
60,84.982
61,87.32
62,88.08
63,88.436
64,88.64
65,88.864
66,88.964
67,89.054
68,89.016
69,89.012
70,89.166
71,89.32
72,89.32
73,89.46
74,89.508
75,89.59
76,89.598
77,89.496
78,89.682
79,89.64
80,89.848
81,89.68
82,90.094
83,89.806
84,89.868
85,89.932
86,90.102
87,89.916
88,90.054
89,90.242
90,90.088
91,89.98
92,90.056
93,89.982
94,90.28
95,90.25
96,90.104
97,90.216
98,90.214
99,90.218
100,90.274
101,90.49
102,90.282
103,90.426
104,90.538
105,90.376
106,90.394
107,90.578
108,90.48
109,90.432
110,90.622
111,90.576
112,90.5
113,90.532
114,90.646
115,90.676
116,90.766
117,90.794
118,90.828
119,90.672
120,90.624
121,90.95
122,91.054
123,90.94
124,91.132
125,90.852
126,90.98
127,91.114
128,91.076
129,91.068
130,91.122
131,90.954
132,91.004
133,91.112
134,90.912
135,91.026
136,91.144
137,91.058
138,91.068
139,91.15
140,91.0
141,91.182
142,91.004
143,91.084
144,90.952
145,91.116
146,90.91
147,91.154
148,90.984
149,91.264
150,91.178
